#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
PHL,Philippines,177706,Survival rate to the last grade of lower secondary general education (%),88.53888,2015
PHL,Philippines,178306,Gross capital formation (% of GDP),21.340948,2015
PHL,Philippines,179406,Skilled labour force (% of labour force),30.1,2015
PHL,Philippines,181706,Rural population with access to electricity (%),83.19498,2015
PHL,Philippines,181806,Current health expenditure (% of GDP),4.321369,2015
PHL,Philippines,182106,"Malaria incidence (per 1,000 people at risk)",0.4725,2015
PHL,Philippines,182206,"Tuberculosis incidence (per 100,000 people)",550.0,2015
PHL,Philippines,182806,Population using safely managed drinking-water services (%),46.0,2015
PHL,Philippines,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",27.89999962,2015
PHL,Philippines,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.26051,2015
PHL,Philippines,185006,Degraded land (% of total land area),38.0,2015
PHL,Philippines,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",560.6,2015
PHL,Philippines,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",830.4,2015
PHL,Philippines,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.15164,2015
PHL,Philippines,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",745.4403127,2015
PHL,Philippines,194906,GDP per capita (2017 PPP $),7300.135781,2015
PHL,Philippines,195206,Population using safely managed sanitation services (%),50.0,2015
PHL,Philippines,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.118810169,2015
PHL,Philippines,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8143.542675,2015
PHL,Philippines,195906,"Domestic material consumption per capita, (tonnes)",3.93324,2015
PHL,Philippines,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",48.16,2015
PHL,Philippines,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",12.0,2015
PHL,Philippines,23806,Population with at least some secondary education (% ages 25 and older),71.5602,2014
PHL,Philippines,23906,"Population with at least some secondary education, female (% ages 25 and older)",72.84075935,2014
PHL,Philippines,24006,"Population with at least some secondary education, male (% ages 25 and older)",70.27030333,2014
PHL,Philippines,24106,"Mean years of schooling, female (years)",9.3927,2014
PHL,Philippines,24206,"Mean years of schooling, male (years)",9.0485,2014
PHL,Philippines,31706,Share of seats in parliament (% held by women),27.15654952,2014
PHL,Philippines,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",56.7396,2014
PHL,Philippines,43006,Vulnerable employment (% of total employment),39.26,2014
PHL,Philippines,43606,"Internet users, total (% of population)",49.6,2014
PHL,Philippines,44206,Total population (millions),100.513137,2014
PHL,Philippines,45106,Urban population (%),46.1,2014
PHL,Philippines,45806,Primary school teachers trained to teach (%),100.0,2014
PHL,Philippines,46006,Mobile phone subscriptions (per 100 people),110.758,2014
PHL,Philippines,46106,Primary school dropout rate (% of primary school cohort),14.92256,2014
PHL,Philippines,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",31.35082,2014
PHL,Philippines,48706,"Labour force participation rate (% ages 15 and older), female",49.524,2014
PHL,Philippines,48806,"Labour force participation rate (% ages 15 and older), male",76.172,2014
PHL,Philippines,52606,"Remittances, inflows (% of GDP)",9.6444989,2014
PHL,Philippines,53506,"Foreign direct investment, net inflows (% of GDP)",1.9293752,2014
PHL,Philippines,57206,"Mortality rate, infant (per 1,000 live births)",23.958287,2014
PHL,Philippines,57506,"Mortality rate, under-five (per 1,000 live births)",30.517716,2014
PHL,Philippines,57806,"Mortality rate, female adult (per 1,000 people)",139.184,2014
PHL,Philippines,57906,"Mortality rate, male adult (per 1,000 people)",263.544,2014
PHL,Philippines,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2014
PHL,Philippines,61006,"Homicide rate (per 100,000 people)",9.706193928,2014
PHL,Philippines,63106,Population ages 15–64 (millions),63.178609,2014
PHL,Philippines,63206,"Gross enrolment ratio, primary (% of primary school-age population)",113.05352,2014
PHL,Philippines,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",86.96586,2014
PHL,Philippines,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",35.62689,2014
PHL,Philippines,64306,"Infants lacking immunization, measles (% of one-year-olds)",21.0,2014
PHL,Philippines,64406,"Infants lacking immunization, DTP (% of one-year-olds)",22.0,2014
PHL,Philippines,65606,Gross fixed capital formation (% of GDP),20.86217334,2014
PHL,Philippines,68606,Gender Inequality Index (GII),0.439,2014
PHL,Philippines,69206,Life expectancy at birth (years),70.481,2014
PHL,Philippines,69706,Expected years of schooling (years),12.71178,2014
PHL,Philippines,71406,Inequality-adjusted education index,0.583890295,2014
PHL,Philippines,71506,Inequality-adjusted life expectancy index,0.658582892,2014
PHL,Philippines,71606,Inequality-adjusted income index,0.481581334,2014
PHL,Philippines,73506,Overall loss in HDI due to inequality (%),18.10344828,2014
PHL,Philippines,89006,"Maternal mortality ratio (deaths per 100,000 live births)",131.0,2014
PHL,Philippines,97306,Natural resource depletion (% of GNI),1.783466051,2014
PHL,Philippines,99106,Net official development assistance received (% of GNI),0.2041919,2014
PHL,Philippines,100806,Forest area (% of total land area),26.1595734,2014
PHL,Philippines,101606,Inequality in education (%),11.6,2014
PHL,Philippines,101706,Inequality in income (%),26.8,2014
PHL,Philippines,101806,Inequality in life expectancy (%),15.2,2014
PHL,Philippines,103006,Mean years of schooling (years),9.22213152,2014
PHL,Philippines,103206,Life expectancy index,0.776630769,2014
PHL,Philippines,103606,Income index,0.657897997,2014
PHL,Philippines,103706,Education index,0.660509384,2014
PHL,Philippines,110906,"Unemployment, youth (% ages 15–24)",9.562,2014
PHL,Philippines,111106,International inbound tourists (thousands),4833.0,2014
PHL,Philippines,111306,Private capital flows (% of GDP),1.251375,2014
PHL,Philippines,120606,"Life expectancy at birth, female (years)",74.851,2014
PHL,Philippines,121106,"Life expectancy at birth, male (years)",66.48,2014
PHL,Philippines,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),51.942,2014
PHL,Philippines,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.151,2014
PHL,Philippines,123306,"Expected years of schooling, female (years)",12.8765,2014
PHL,Philippines,123406,"Expected years of schooling, male (years)",12.3198,2014
PHL,Philippines,123506,"Estimated gross national income per capita, female (2017 PPP $)",6404.687433,2014
PHL,Philippines,123606,"Estimated gross national income per capita, male (2017 PPP $)",9154.337239,2014
PHL,Philippines,128306,"Prison population (per 100,000 people)",123.9,2014
PHL,Philippines,132706,Population ages 65 and older (millions),4.518017,2014
PHL,Philippines,132806,Population under age 5 (millions),11.466419,2014
PHL,Philippines,133206,Exports and imports (% of GDP),57.468172,2014
PHL,Philippines,135006,Coefficient of human inequality,17.86666667,2014
PHL,Philippines,136906,"Human Development Index (HDI), female",0.697576745,2014
PHL,Philippines,137006,"Human Development Index (HDI), male",0.691750364,2014
PHL,Philippines,137506,Human Development Index (HDI),0.696,2014
PHL,Philippines,137906,Gender Development Index (GDI),1.008422665,2014
PHL,Philippines,138806,Inequality-adjusted HDI (IHDI),0.57,2014
PHL,Philippines,140606,"Unemployment, total (% of labour force)",3.6,2014
PHL,Philippines,147906,Youth not in school or employment (% ages 15-24),23.348,2014
PHL,Philippines,148206,Labour force participation rate (% ages 15 and older),62.806,2014
PHL,Philippines,148306,Employment to population ratio (% ages 15 and older),60.545,2014
PHL,Philippines,150606,Employment in agriculture (% of total employment),30.42,2014
PHL,Philippines,150706,Employment in services (% of total employment),53.645,2014
PHL,Philippines,153706,Working poor at PPP$3.20 a day (% of total employment),31.334,2014
PHL,Philippines,164406,Adjusted net savings (% of GNI),23.185401,2014
PHL,Philippines,169706,Total unemployment rate (female to male ratio),1.058555998,2014
PHL,Philippines,169806,Youth unemployment rate (female to male ratio),1.354379302,2014
PHL,Philippines,170006,Concentration index (exports) (value),0.230720402,2014
PHL,Philippines,174206,"Total debt service (% of exports of goods, services and primary income)",8.9608288,2014
PHL,Philippines,174306,Fossil fuel energy consumption (% of total energy consumption),62.43489629,2014
PHL,Philippines,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",45.30377889,2014
PHL,Philippines,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),37.85029602,2014
PHL,Philippines,177706,Survival rate to the last grade of lower secondary general education (%),86.37049,2014
PHL,Philippines,178306,Gross capital formation (% of GDP),20.92397,2014
PHL,Philippines,179406,Skilled labour force (% of labour force),29.67,2014
PHL,Philippines,181706,Rural population with access to electricity (%),84.739756,2014
PHL,Philippines,181806,Current health expenditure (% of GDP),4.127412,2014
PHL,Philippines,182106,"Malaria incidence (per 1,000 people at risk)",0.24914,2014
PHL,Philippines,182206,"Tuberculosis incidence (per 100,000 people)",546.0,2014
PHL,Philippines,182806,Population using safely managed drinking-water services (%),46.0,2014
PHL,Philippines,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",28.5,2014
PHL,Philippines,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.36243,2014
PHL,Philippines,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.14818,2014
PHL,Philippines,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",700.9423231,2014
PHL,Philippines,194906,GDP per capita (2017 PPP $),6973.63884,2014
PHL,Philippines,195206,Population using safely managed sanitation services (%),49.0,2014
PHL,Philippines,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.014493209,2014
PHL,Philippines,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7789.275176,2014
PHL,Philippines,195906,"Domestic material consumption per capita, (tonnes)",3.8899,2014
PHL,Philippines,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",54.44,2014
PHL,Philippines,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",12.44,2014
PHL,Philippines,23806,Population with at least some secondary education (% ages 25 and older),70.0585,2013
PHL,Philippines,23906,"Population with at least some secondary education, female (% ages 25 and older)",71.10736,2013
PHL,Philippines,24006,"Population with at least some secondary education, male (% ages 25 and older)",68.99058,2013
PHL,Philippines,24106,"Mean years of schooling, female (years)",9.3182,2013
PHL,Philippines,24206,"Mean years of schooling, male (years)",8.9767,2013
PHL,Philippines,31706,Share of seats in parliament (% held by women),27.15654952,2013
PHL,Philippines,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",56.2002,2013
PHL,Philippines,43006,Vulnerable employment (% of total employment),38.632,2013
PHL,Philippines,43606,"Internet users, total (% of population)",48.099,2013
PHL,Philippines,44206,Total population (millions),98.871558,2013
PHL,Philippines,45106,Urban population (%),45.9,2013
PHL,Philippines,46006,Mobile phone subscriptions (per 100 people),103.997,2013
PHL,Philippines,48706,"Labour force participation rate (% ages 15 and older), female",48.753,2013
PHL,Philippines,48806,"Labour force participation rate (% ages 15 and older), male",75.623,2013
PHL,Philippines,52306,Research and development expenditure (% of GDP),0.13793,2013
PHL,Philippines,52606,"Remittances, inflows (% of GDP)",9.4105579,2013
PHL,Philippines,53506,"Foreign direct investment, net inflows (% of GDP)",1.3164264,2013
PHL,Philippines,57206,"Mortality rate, infant (per 1,000 live births)",24.206922,2013
PHL,Philippines,57506,"Mortality rate, under-five (per 1,000 live births)",30.878722,2013
PHL,Philippines,57806,"Mortality rate, female adult (per 1,000 people)",140.953,2013
PHL,Philippines,57906,"Mortality rate, male adult (per 1,000 people)",265.03,2013
PHL,Philippines,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2013
PHL,Philippines,61006,"Homicide rate (per 100,000 people)",9.257465125,2013
PHL,Philippines,63106,Population ages 15–64 (millions),61.922309,2013
PHL,Philippines,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",33.52278,2013
PHL,Philippines,64306,"Infants lacking immunization, measles (% of one-year-olds)",13.0,2013
PHL,Philippines,64406,"Infants lacking immunization, DTP (% of one-year-olds)",7.0,2013
PHL,Philippines,65606,Gross fixed capital formation (% of GDP),20.7830144,2013
PHL,Philippines,68606,Gender Inequality Index (GII),0.441,2013
PHL,Philippines,69206,Life expectancy at birth (years),70.315,2013
PHL,Philippines,69706,Expected years of schooling (years),12.59039,2013
PHL,Philippines,71406,Inequality-adjusted education index,0.56631353,2013
PHL,Philippines,71506,Inequality-adjusted life expectancy index,0.656417231,2013
PHL,Philippines,71606,Inequality-adjusted income index,0.48720926,2013
PHL,Philippines,73506,Overall loss in HDI due to inequality (%),18.08972504,2013
PHL,Philippines,89006,"Maternal mortality ratio (deaths per 100,000 live births)",136.0,2013
PHL,Philippines,97306,Natural resource depletion (% of GNI),1.22909482,2013
PHL,Philippines,99106,Net official development assistance received (% of GNI),0.06053175,2013
PHL,Philippines,100806,Forest area (% of total land area),25.35466345,2013
PHL,Philippines,101406,"Literacy rate, adult (% ages 15 and older)",96.398,2013
PHL,Philippines,101606,Inequality in education (%),13.5,2013
PHL,Philippines,101706,Inequality in income (%),25.2,2013
PHL,Philippines,101806,Inequality in life expectancy (%),15.2,2013
PHL,Philippines,103006,Mean years of schooling (years),9.14894,2013
PHL,Philippines,103206,Life expectancy index,0.774076923,2013
PHL,Philippines,103606,Income index,0.651349278,2013
PHL,Philippines,103706,Education index,0.654697722,2013
PHL,Philippines,110906,"Unemployment, youth (% ages 15–24)",9.275,2013
PHL,Philippines,111106,International inbound tourists (thousands),4681.0,2013
PHL,Philippines,111306,Private capital flows (% of GDP),-0.3844859,2013
PHL,Philippines,120606,"Life expectancy at birth, female (years)",74.673,2013
PHL,Philippines,121106,"Life expectancy at birth, male (years)",66.326,2013
PHL,Philippines,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),52.649,2013
PHL,Philippines,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),7.021,2013
PHL,Philippines,123306,"Expected years of schooling, female (years)",12.8765,2013
PHL,Philippines,123406,"Expected years of schooling, male (years)",12.3198,2013
PHL,Philippines,123506,"Estimated gross national income per capita, female (2017 PPP $)",6103.838893,2013
PHL,Philippines,123606,"Estimated gross national income per capita, male (2017 PPP $)",8792.865001,2013
PHL,Philippines,128306,"Prison population (per 100,000 people)",112.0,2013
PHL,Philippines,132706,Population ages 65 and older (millions),4.347506,2013
PHL,Philippines,132806,Population under age 5 (millions),11.375417,2013
PHL,Philippines,133206,Exports and imports (% of GDP),55.824781,2013
PHL,Philippines,135006,Coefficient of human inequality,17.96666667,2013
PHL,Philippines,136906,"Human Development Index (HDI), female",0.693230736,2013
PHL,Philippines,137006,"Human Development Index (HDI), male",0.688109213,2013
PHL,Philippines,137506,Human Development Index (HDI),0.691,2013
PHL,Philippines,137906,Gender Development Index (GDI),1.007442892,2013
PHL,Philippines,138806,Inequality-adjusted HDI (IHDI),0.566,2013
PHL,Philippines,140606,"Unemployment, total (% of labour force)",3.497,2013
PHL,Philippines,147906,Youth not in school or employment (% ages 15-24),24.304,2013
PHL,Philippines,148206,Labour force participation rate (% ages 15 and older),62.154,2013
PHL,Philippines,148306,Employment to population ratio (% ages 15 and older),59.98,2013
PHL,Philippines,150606,Employment in agriculture (% of total employment),31.05,2013
PHL,Philippines,150706,Employment in services (% of total employment),53.375,2013
PHL,Philippines,153706,Working poor at PPP$3.20 a day (% of total employment),32.733,2013
PHL,Philippines,164406,Adjusted net savings (% of GNI),22.769405,2013
PHL,Philippines,169706,Total unemployment rate (female to male ratio),1.163420572,2013
PHL,Philippines,169806,Youth unemployment rate (female to male ratio),1.398189484,2013
PHL,Philippines,170006,Concentration index (exports) (value),0.225032894,2013
PHL,Philippines,174206,"Total debt service (% of exports of goods, services and primary income)",7.6801875,2013
PHL,Philippines,174306,Fossil fuel energy consumption (% of total energy consumption),61.41213905,2013
PHL,Philippines,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",45.39989722,2013
PHL,Philippines,175206,"Antenatal care coverage, at least one visit (%)",95.4,2013
PHL,Philippines,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",55.1,2013
PHL,Philippines,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",17.5,2013
PHL,Philippines,178306,Gross capital formation (% of GDP),20.642224,2013
PHL,Philippines,181206,Proportion of births attended by skilled health personnel (%),72.8,2013
PHL,Philippines,181706,Rural population with access to electricity (%),81.899693,2013
PHL,Philippines,181806,Current health expenditure (% of GDP),4.463811,2013
PHL,Philippines,182106,"Malaria incidence (per 1,000 people at risk)",0.30509,2013
PHL,Philippines,182206,"Tuberculosis incidence (per 100,000 people)",543.0,2013
PHL,Philippines,182806,Population using safely managed drinking-water services (%),46.0,2013
PHL,Philippines,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",28.20000076,2013
PHL,Philippines,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",8.01352,2013
PHL,Philippines,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.14732,2013
PHL,Philippines,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",659.1025742,2013
PHL,Philippines,194906,GDP per capita (2017 PPP $),6666.250917,2013
PHL,Philippines,195206,Population using safely managed sanitation services (%),49.0,2013
PHL,Philippines,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",0.969636818,2013
PHL,Philippines,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7458.801968,2013
PHL,Philippines,195906,"Domestic material consumption per capita, (tonnes)",3.80771,2013
PHL,Philippines,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",48.21,2013
PHL,Philippines,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",18.41,2013
PHL,Philippines,23806,Population with at least some secondary education (% ages 25 and older),69.6064,2012
PHL,Philippines,23906,"Population with at least some secondary education, female (% ages 25 and older)",69.89575667,2012
PHL,Philippines,24006,"Population with at least some secondary education, male (% ages 25 and older)",67.86844333,2012
PHL,Philippines,24106,"Mean years of schooling, female (years)",9.2409,2012
PHL,Philippines,24206,"Mean years of schooling, male (years)",8.9023,2012
PHL,Philippines,31706,Share of seats in parliament (% held by women),22.14983713,2012
PHL,Philippines,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",55.6608,2012
PHL,Philippines,43006,Vulnerable employment (% of total employment),39.612,2012
PHL,Philippines,43606,"Internet users, total (% of population)",36.2351,2012
PHL,Philippines,44206,Total population (millions),97.212639,2012
PHL,Philippines,45106,Urban population (%),45.7,2012
PHL,Philippines,46006,Mobile phone subscriptions (per 100 people),104.902,2012
PHL,Philippines,48706,"Labour force participation rate (% ages 15 and older), female",48.823,2012
PHL,Philippines,48806,"Labour force participation rate (% ages 15 and older), male",76.08,2012
PHL,Philippines,52606,"Remittances, inflows (% of GDP)",9.395857,2012
PHL,Philippines,53506,"Foreign direct investment, net inflows (% of GDP)",1.22763,2012
PHL,Philippines,57206,"Mortality rate, infant (per 1,000 live births)",24.4399,2012
PHL,Philippines,57506,"Mortality rate, under-five (per 1,000 live births)",31.216994,2012
PHL,Philippines,57806,"Mortality rate, female adult (per 1,000 people)",142.722,2012
PHL,Philippines,57906,"Mortality rate, male adult (per 1,000 people)",266.516,2012
PHL,Philippines,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2012
PHL,Philippines,61006,"Homicide rate (per 100,000 people)",8.727260249,2012
PHL,Philippines,63106,Population ages 15–64 (millions),60.664609,2012
PHL,Philippines,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",31.20648,2012
PHL,Philippines,64306,"Infants lacking immunization, measles (% of one-year-olds)",13.0,2012
PHL,Philippines,64406,"Infants lacking immunization, DTP (% of one-year-olds)",9.0,2012
PHL,Philippines,65606,Gross fixed capital formation (% of GDP),19.93006495,2012
PHL,Philippines,68606,Gender Inequality Index (GII),0.454,2012
PHL,Philippines,69206,Life expectancy at birth (years),70.149,2012
PHL,Philippines,69706,Expected years of schooling (years),12.2893475,2012
PHL,Philippines,71406,Inequality-adjusted education index,0.5568941,2012
PHL,Philippines,71506,Inequality-adjusted life expectancy index,0.654251569,2012
PHL,Philippines,71606,Inequality-adjusted income index,0.450065034,2012
PHL,Philippines,73506,Overall loss in HDI due to inequality (%),20.02923977,2012
PHL,Philippines,89006,"Maternal mortality ratio (deaths per 100,000 live births)",139.0,2012
PHL,Philippines,97106,Fresh water withdrawals (% of total renewable water resources),17.59,2012
PHL,Philippines,97306,Natural resource depletion (% of GNI),1.770372056,2012
PHL,Philippines,99106,Net official development assistance received (% of GNI),-0.00115878,2012
PHL,Philippines,100806,Forest area (% of total land area),24.5497535,2012
PHL,Philippines,101606,Inequality in education (%),13.5,2012
PHL,Philippines,101706,Inequality in income (%),30.0,2012
PHL,Philippines,101806,Inequality in life expectancy (%),15.2,2012
PHL,Philippines,103006,Mean years of schooling (years),9.073123333,2012
PHL,Philippines,103206,Life expectancy index,0.771523077,2012
PHL,Philippines,103606,Income index,0.642950048,2012
PHL,Philippines,103706,Education index,0.643808208,2012
PHL,Philippines,110906,"Unemployment, youth (% ages 15–24)",9.514,2012
PHL,Philippines,111106,International inbound tourists (thousands),4273.0,2012
PHL,Philippines,111306,Private capital flows (% of GDP),-0.8579798,2012
PHL,Philippines,120606,"Life expectancy at birth, female (years)",74.471,2012
PHL,Philippines,121106,"Life expectancy at birth, male (years)",66.185,2012
PHL,Philippines,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),53.346,2012
PHL,Philippines,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),6.9,2012
PHL,Philippines,123306,"Expected years of schooling, female (years)",12.5611,2012
PHL,Philippines,123406,"Expected years of schooling, male (years)",12.0317,2012
PHL,Philippines,123506,"Estimated gross national income per capita, female (2017 PPP $)",5727.598442,2012
PHL,Philippines,123606,"Estimated gross national income per capita, male (2017 PPP $)",8361.067064,2012
PHL,Philippines,128306,"Prison population (per 100,000 people)",109.7,2012
PHL,Philippines,132706,Population ages 65 and older (millions),4.18571,2012
PHL,Philippines,132806,Population under age 5 (millions),11.247826,2012
PHL,Philippines,133206,Exports and imports (% of GDP),57.842006,2012
PHL,Philippines,135006,Coefficient of human inequality,19.56666667,2012
PHL,Philippines,136906,"Human Development Index (HDI), female",0.684828068,2012
PHL,Philippines,137006,"Human Development Index (HDI), male",0.681107582,2012
PHL,Philippines,137506,Human Development Index (HDI),0.684,2012
PHL,Philippines,137906,Gender Development Index (GDI),1.005462406,2012
PHL,Philippines,138806,Inequality-adjusted HDI (IHDI),0.547,2012
PHL,Philippines,140606,"Unemployment, total (% of labour force)",3.504,2012
PHL,Philippines,147906,Youth not in school or employment (% ages 15-24),24.828,2012
PHL,Philippines,148206,Labour force participation rate (% ages 15 and older),62.426,2012
PHL,Philippines,148306,Employment to population ratio (% ages 15 and older),60.239,2012
PHL,Philippines,150606,Employment in agriculture (% of total employment),32.161,2012
PHL,Philippines,150706,Employment in services (% of total employment),52.564,2012
PHL,Philippines,153706,Working poor at PPP$3.20 a day (% of total employment),35.003,2012
PHL,Philippines,164406,Adjusted net savings (% of GNI),21.423676,2012
PHL,Philippines,169706,Total unemployment rate (female to male ratio),1.112004766,2012
PHL,Philippines,169806,Youth unemployment rate (female to male ratio),1.422246615,2012
PHL,Philippines,170006,Concentration index (exports) (value),0.222649272,2012
PHL,Philippines,174206,"Total debt service (% of exports of goods, services and primary income)",7.6031615,2012
PHL,Philippines,174306,Fossil fuel energy consumption (% of total energy consumption),59.48380294,2012
PHL,Philippines,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",45.54782816,2012
PHL,Philippines,178306,Gross capital formation (% of GDP),19.560728,2012
PHL,Philippines,181706,Rural population with access to electricity (%),81.210153,2012
PHL,Philippines,181806,Current health expenditure (% of GDP),4.374652,2012
PHL,Philippines,182106,"Malaria incidence (per 1,000 people at risk)",0.33899,2012
PHL,Philippines,182206,"Tuberculosis incidence (per 100,000 people)",539.0,2012
PHL,Philippines,182806,Population using safely managed drinking-water services (%),46.0,2012
PHL,Philippines,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",28.79999924,2012
PHL,Philippines,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",2.78518,2012
PHL,Philippines,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.14147,2012
PHL,Philippines,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",617.423226,2012
PHL,Philippines,194906,GDP per capita (2017 PPP $),6351.265008,2012
PHL,Philippines,195206,Population using safely managed sanitation services (%),48.0,2012
PHL,Philippines,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",0.90941669,2012
PHL,Philippines,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7055.385991,2012
PHL,Philippines,195906,"Domestic material consumption per capita, (tonnes)",4.02443,2012
PHL,Philippines,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",43.0,2012
PHL,Philippines,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",7.36,2012
PHL,Philippines,23806,Population with at least some secondary education (% ages 25 and older),68.0817,2011
PHL,Philippines,23906,"Population with at least some secondary education, female (% ages 25 and older)",68.68415333,2011
PHL,Philippines,24006,"Population with at least some secondary education, male (% ages 25 and older)",66.74630667,2011
PHL,Philippines,24106,"Mean years of schooling, female (years)",9.1637,2011
PHL,Philippines,24206,"Mean years of schooling, male (years)",8.8279,2011
PHL,Philippines,31706,Share of seats in parliament (% held by women),22.14983713,2011
PHL,Philippines,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",55.1214,2011
PHL,Philippines,43006,Vulnerable employment (% of total employment),41.441,2011
PHL,Philippines,43606,"Internet users, total (% of population)",29.0,2011
PHL,Philippines,44206,Total population (millions),95.570049,2011
PHL,Philippines,45106,Urban population (%),45.5,2011
PHL,Philippines,46006,Mobile phone subscriptions (per 100 people),98.5558,2011
PHL,Philippines,48706,"Labour force participation rate (% ages 15 and older), female",49.245,2011
PHL,Philippines,48806,"Labour force participation rate (% ages 15 and older), male",76.598,2011
PHL,Philippines,52306,Research and development expenditure (% of GDP),0.11726,2011
PHL,Philippines,52606,"Remittances, inflows (% of GDP)",9.8428605,2011
PHL,Philippines,53506,"Foreign direct investment, net inflows (% of GDP)",0.856963,2011
PHL,Philippines,57206,"Mortality rate, infant (per 1,000 live births)",24.720707,2011
PHL,Philippines,57506,"Mortality rate, under-five (per 1,000 live births)",31.624712,2011
PHL,Philippines,57806,"Mortality rate, female adult (per 1,000 people)",144.006,2011
PHL,Philippines,57906,"Mortality rate, male adult (per 1,000 people)",267.138,2011
PHL,Philippines,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2011
PHL,Philippines,61006,"Homicide rate (per 100,000 people)",8.882489953,2011
PHL,Philippines,63106,Population ages 15–64 (millions),59.396988,2011
PHL,Philippines,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",30.79601,2011
PHL,Philippines,64306,"Infants lacking immunization, measles (% of one-year-olds)",13.0,2011
PHL,Philippines,64406,"Infants lacking immunization, DTP (% of one-year-olds)",8.0,2011
PHL,Philippines,65606,Gross fixed capital formation (% of GDP),18.96663866,2011
PHL,Philippines,68606,Gender Inequality Index (GII),0.454,2011
PHL,Philippines,69206,Life expectancy at birth (years),69.984,2011
PHL,Philippines,69706,Expected years of schooling (years),11.988305,2011
PHL,Philippines,71406,Inequality-adjusted education index,0.547474671,2011
PHL,Philippines,71506,Inequality-adjusted life expectancy index,0.652098954,2011
PHL,Philippines,71606,Inequality-adjusted income index,0.444560845,2011
PHL,Philippines,73506,Overall loss in HDI due to inequality (%),19.9704142,2011
PHL,Philippines,89006,"Maternal mortality ratio (deaths per 100,000 live births)",141.0,2011
PHL,Philippines,97306,Natural resource depletion (% of GNI),3.056664207,2011
